hour,day,month,is_weekend,is_rush_hour,is_holiday,temp_celsius,rain_1h,snow_1h,clouds_all,weather_code,traffic_volume,congestion_level,congestion_code
12,0,2,0,0,1,0.27000000000003865,0.0,0.0,90,1,4639,High,2
14,0,2,0,0,1,1.1400000000000432,0.0,0.0,90,1,5223,High,2
15,0,2,0,0,1,1.3500000000000227,0.0,0.0,40,1,5560,High,2
17,0,2,0,1,1,1.0,0.0,0.0,90,1,6160,High,2
19,0,2,0,0,1,-0.06999999999999318,0.0,0.0,75,1,3031,Medium,1
20,0,2,0,0,1,0.07000000000005002,0.0,0.0,90,1,2496,Medium,1
21,0,2,0,0,1,0.07000000000005002,0.0,0.0,90,1,2070,Medium,1
22,0,2,0,0,1,-0.12999999999999545,0.0,0.0,90,1,1459,Low,0
23,0,2,0,0,1,-0.19999999999998863,0.0,0.0,90,1,912,Low,0
0,1,2,0,0,1,0.4300000000000068,0.0,0.0,90,1,518,Low,0
1,1,2,0,0,1,0.36000000000001364,0.0,0.0,90,1,315,Low,0
2,1,2,0,0,1,0.36000000000001364,0.0,0.0,90,1,266,Low,0
3,1,2,0,0,1,0.5300000000000296,0.0,0.0,90,1,314,Low,0
4,1,2,0,0,1,0.57000000000005,0.0,0.0,90,1,897,Low,0
6,1,2,0,0,1,0.7100000000000364,0.0,0.0,90,8,5652,High,2
6,1,2,0,0,1,0.7100000000000364,0.0,0.0,90,2,5652,High,2
7,1,2,0,1,1,0.8000000000000114,0.0,0.0,90,8,5453,High,2
7,1,2,0,1,1,0.8000000000000114,0.0,0.0,90,5,5453,High,2
7,1,2,0,1,1,0.8000000000000114,0.0,0.0,90,6,5453,High,2
8,1,2,0,1,1,0.8600000000000136,0.0,0.0,90,8,5556,High,2
8,1,2,0,1,1,0.8600000000000136,0.0,0.0,90,5,5556,High,2
9,1,2,0,1,1,1.2000000000000455,0.0,0.0,90,8,5142,High,2
9,1,2,0,1,1,1.2000000000000455,0.0,0.0,90,5,5142,High,2
10,1,2,0,0,1,1.5,0.0,0.0,75,5,4321,Medium,1
10,1,2,0,0,1,1.5,0.0,0.0,75,8,4321,Medium,1
10,1,2,0,0,1,1.5,0.0,0.0,75,6,4321,Medium,1
11,1,2,0,0,1,2.0,0.0,0.0,90,5,4405,Medium,1
11,1,2,0,0,1,2.0,0.0,0.0,90,6,4405,Medium,1
11,1,2,0,0,1,2.0,0.0,0.0,90,8,4405,Medium,1
12,1,2,0,0,1,2.7200000000000273,0.0,0.0,90,6,4791,High,2
12,1,2,0,0,1,2.7200000000000273,0.0,0.0,90,5,4791,High,2
15,1,2,0,0,1,3.140000000000043,0.0,0.0,90,6,5687,High,2
15,1,2,0,0,1,3.140000000000043,0.0,0.0,90,5,5687,High,2
15,1,2,0,0,1,3.140000000000043,0.0,0.0,90,2,5687,High,2
17,1,2,0,1,1,3.140000000000043,0.0,0.0,90,5,6308,High,2
19,1,2,0,0,1,2.330000000000041,0.0,0.0,75,6,3115,Medium,1
19,1,2,0,0,1,2.330000000000041,0.0,0.0,75,5,3115,Medium,1
21,1,2,0,0,1,1.8700000000000045,0.0,0.0,90,6,3442,Medium,1
21,1,2,0,0,1,1.8700000000000045,0.0,0.0,90,5,3442,Medium,1
22,1,2,0,0,1,1.5300000000000296,0.0,0.0,90,5,3152,Medium,1
23,1,2,0,0,1,1.4600000000000364,0.0,0.0,75,5,1147,Low,0
0,2,2,0,0,1,1.5,0.0,0.0,90,5,691,Low,0
1,2,2,0,0,1,1.2000000000000455,0.0,0.0,75,1,453,Low,0
2,2,2,0,0,1,1.2000000000000455,0.0,0.0,75,1,341,Low,0
3,2,2,0,0,1,1.240000000000009,0.0,0.0,90,1,431,Low,0
4,2,2,0,0,1,0.57000000000005,0.0,0.0,90,1,1100,Low,0
6,2,2,0,0,1,0.21000000000003638,0.0,0.0,90,5,5845,High,2
7,2,2,0,1,1,-0.2699999999999818,0.0,0.0,90,5,6437,High,2
10,2,2,0,0,1,0.6400000000000432,0.0,0.0,90,1,4626,High,2
11,2,2,0,0,1,2.1299999999999955,0.0,0.0,90,1,4677,High,2
14,2,2,0,0,1,2.7100000000000364,0.0,0.0,90,1,5332,High,2
15,2,2,0,0,1,2.330000000000041,0.0,0.0,90,1,6132,High,2
18,2,2,0,1,1,1.670000000000016,0.0,0.0,90,1,4692,High,2
20,2,2,0,0,1,1.2000000000000455,0.0,0.0,40,1,2962,Medium,1
22,2,2,0,0,1,0.7200000000000273,0.0,0.0,90,1,1730,Low,0
23,2,2,0,0,1,-0.38999999999998636,0.0,0.0,1,0,1052,Low,0
0,3,2,0,0,1,-1.1999999999999886,0.0,0.0,90,1,555,Low,0
1,3,2,0,0,1,-1.3999999999999773,0.0,0.0,40,1,354,Low,0
2,3,2,0,0,1,-1.7999999999999545,0.0,0.0,75,1,284,Low,0
5,3,2,0,0,1,-2.3100000000000023,0.0,0.0,90,1,2745,Medium,1
6,3,2,0,0,1,-3.069999999999993,0.0,0.0,90,1,5855,High,2
7,3,2,0,1,1,-3.2899999999999636,0.0,0.0,90,1,6942,High,2
8,3,2,0,1,1,-2.7199999999999704,0.0,0.0,75,1,5863,High,2
9,3,2,0,1,1,-2.7299999999999613,0.0,0.0,75,1,5404,High,2
11,3,2,0,0,1,-1.329999999999984,0.0,0.0,1,0,4791,High,2
12,3,2,0,0,1,0.0,0.0,0.0,1,0,5109,High,2
14,3,2,0,0,1,0.4600000000000364,0.0,0.0,1,0,5694,High,2
16,3,2,0,1,1,0.0,0.0,0.0,90,1,7118,High,2
18,3,2,0,1,1,-0.9399999999999977,0.0,0.0,90,1,5230,High,2
20,3,2,0,0,1,-1.2699999999999818,0.0,0.0,90,1,3140,Medium,1
22,3,2,0,0,1,-1.8700000000000045,0.0,0.0,90,1,2000,Medium,1
23,3,2,0,0,1,-2.069999999999993,0.0,0.0,90,1,1204,Low,0
0,4,2,0,0,1,-2.4599999999999795,0.0,0.0,90,1,721,Low,0
1,4,2,0,0,1,-2.8700000000000045,0.0,0.0,90,1,423,Low,0
3,4,2,0,0,1,-3.069999999999993,0.0,0.0,90,1,373,Low,0
5,4,2,0,0,1,-3.7299999999999613,0.0,0.0,90,1,2585,Medium,1
7,4,2,0,1,1,-4.4599999999999795,0.0,0.0,75,1,6641,High,2
9,4,2,0,1,1,-3.4499999999999886,0.0,0.0,40,1,5154,High,2
11,4,2,0,0,1,-0.5399999999999636,0.0,0.0,75,1,5425,High,2
12,4,2,0,0,1,2.230000000000018,0.0,0.0,1,0,5467,High,2
14,4,2,0,0,1,3.400000000000034,0.0,0.0,40,1,5836,High,2
16,4,2,0,1,1,5.210000000000036,0.0,0.0,5,0,6601,High,2
18,4,2,0,1,1,4.060000000000002,0.0,0.0,5,0,5367,High,2
20,4,2,0,0,1,2.670000000000016,0.0,0.0,1,0,3775,Medium,1
21,4,2,0,0,1,2.330000000000041,0.0,0.0,1,0,3591,Medium,1
22,4,2,0,0,1,2.0,0.0,0.0,1,0,3075,Medium,1
23,4,2,0,0,1,2.140000000000043,0.0,0.0,1,0,1891,Low,0
0,5,2,1,0,1,2.0,0.0,0.0,1,0,1420,Low,0
1,5,2,1,0,1,1.7800000000000296,0.0,0.0,1,0,822,Low,0
2,5,2,1,0,1,1.4700000000000273,0.0,0.0,1,0,554,Low,0
3,5,2,1,0,1,1.2600000000000477,0.0,0.0,1,0,377,Low,0
5,5,2,1,0,1,1.2100000000000364,0.0,0.0,1,0,686,Low,0
7,5,2,1,0,1,1.4700000000000273,0.0,0.0,1,0,2056,Medium,1
9,5,2,1,0,1,3.57000000000005,0.0,0.0,1,0,3935,Medium,1
11,5,2,1,0,1,8.5,0.0,0.0,1,0,4608,High,2
12,5,2,1,0,1,12.360000000000014,0.0,0.0,1,0,5136,High,2
14,5,2,1,0,1,13.660000000000025,0.0,0.0,40,1,5167,High,2
16,5,2,1,0,1,14.07000000000005,0.0,0.0,1,0,4939,High,2
18,5,2,1,0,1,11.740000000000009,0.0,0.0,1,0,4592,High,2
20,5,2,1,0,1,8.400000000000034,0.0,0.0,1,0,3496,Medium,1
22,5,2,1,0,1,6.400000000000034,0.0,0.0,1,0,3778,Medium,1
0,6,2,1,0,1,4.730000000000018,0.0,0.0,1,5,1420,Low,0
2,6,2,1,0,1,3.580000000000041,0.0,0.0,1,5,554,Low,0
4,6,2,1,0,1,2.5,0.0,0.0,1,5,394,Low,0
6,6,2,1,0,1,1.990000000000009,0.0,0.0,1,5,1033,Low,0
8,6,2,1,0,1,1.5900000000000318,0.0,0.0,90,1,1985,Low,0
10,6,2,1,0,1,0.5,0.0,0.0,90,6,3609,Medium,1
10,6,2,1,0,1,0.5,0.0,0.0,90,8,3609,Medium,1
12,6,2,1,0,1,0.4300000000000068,0.0,0.0,90,8,4360,Medium,1
12,6,2,1,0,1,0.4300000000000068,0.0,0.0,90,5,4360,Medium,1
14,6,2,1,0,1,1.2100000000000364,0.0,0.0,90,1,4548,High,2
16,6,2,1,0,1,1.9300000000000068,0.0,0.0,90,1,5169,High,2
18,6,2,1,0,1,1.5300000000000296,0.0,0.0,90,1,3942,Medium,1
20,6,2,1,0,1,-0.060000000000002274,0.0,0.0,1,0,2423,Medium,1
22,6,2,1,0,1,-1.599999999999966,0.0,0.0,1,0,1488,Low,0
0,0,2,0,0,1,-2.359999999999957,0.0,0.0,1,0,472,Low,0
2,0,2,0,0,1,-1.5399999999999636,0.0,0.0,75,1,270,Low,0
4,0,2,0,0,1,0.7900000000000205,0.0,0.0,90,1,818,Low,0
6,0,2,0,0,1,2.57000000000005,0.0,0.0,75,1,5628,High,2
8,0,2,0,1,1,-2.9899999999999523,0.0,0.0,90,1,5772,High,2
10,0,2,0,0,1,-6.989999999999952,0.0,0.0,1,0,4498,Medium,1
12,0,2,0,0,1,-6.639999999999986,0.0,0.0,1,0,4859,High,2
13,0,2,0,0,1,-4.92999999999995,0.0,0.0,5,0,4825,High,2
14,0,2,0,0,1,-4.42999999999995,0.0,0.0,5,0,5157,High,2
16,0,2,0,1,1,-4.139999999999986,0.0,0.0,75,1,6775,High,2
18,0,2,0,1,1,-5.069999999999993,0.0,0.0,1,0,4474,Medium,1
20,0,2,0,0,1,-6.0,0.0,0.0,90,1,2510,Medium,1
22,0,2,0,0,1,-6.639999999999986,0.0,0.0,1,0,1664,Low,0
0,1,3,0,0,1,-7.229999999999961,0.0,0.0,1,0,1632,Low,0
1,1,3,0,0,1,-7.5,0.0,0.0,90,1,453,Low,0
4,1,3,0,0,1,-8.639999999999986,0.0,0.0,90,8,831,Low,0
6,1,3,0,0,1,-9.419999999999959,0.0,0.0,90,1,5830,High,2
8,1,3,0,1,1,-10.0,0.0,0.0,90,1,5959,High,2
9,1,3,0,1,1,-9.349999999999966,0.0,0.0,90,1,5265,High,2
10,1,3,0,0,1,-9.359999999999957,0.0,0.0,90,1,4554,High,2
11,1,3,0,0,1,-8.0,0.0,0.0,75,1,4756,High,2
13,1,3,0,0,1,-5.199999999999989,0.0,0.0,5,0,5062,High,2
15,1,3,0,0,1,-4.21999999999997,0.0,0.0,1,0,5895,High,2
17,1,3,0,1,1,-3.5,0.0,0.0,1,0,6190,High,2
19,1,3,0,0,1,-5.729999999999961,0.0,0.0,1,0,3067,Medium,1
21,1,3,0,0,1,-7.5,0.0,0.0,5,0,3628,Medium,1
23,1,3,0,0,1,-8.70999999999998,0.0,0.0,1,0,1080,Low,0
0,2,3,0,0,1,-8.939999999999998,0.0,0.0,1,0,676,Low,0
1,2,3,0,0,1,-8.579999999999984,0.0,0.0,1,0,477,Low,0
3,2,3,0,0,1,-8.5,0.0,0.0,1,0,454,Low,0
5,2,3,0,0,1,-9.069999999999993,0.0,0.0,90,1,2880,Medium,1
6,2,3,0,0,1,-9.149999999999977,0.0,0.0,75,1,5821,High,2
9,2,3,0,1,1,-8.139999999999986,0.0,0.0,75,1,5341,High,2
11,2,3,0,0,1,-4.269999999999982,0.0,0.0,1,0,4601,High,2
13,2,3,0,0,1,-2.1399999999999864,0.0,0.0,40,1,5072,High,2
15,2,3,0,0,1,-1.0,0.0,0.0,90,1,5918,High,2
17,2,3,0,1,1,-0.5,0.0,0.0,75,1,6599,High,2
19,2,3,0,0,1,-1.5,0.0,0.0,90,1,3487,Medium,1
21,2,3,0,0,1,-2.2199999999999704,0.0,0.0,90,1,2581,Medium,1
23,2,3,0,0,1,-2.569999999999993,0.0,0.0,90,1,1369,Low,0
1,3,3,0,0,1,-2.7299999999999613,0.0,0.0,90,1,364,Low,0
3,3,3,0,0,1,-2.8700000000000045,0.0,0.0,90,1,306,Low,0
5,3,3,0,0,1,-3.0,0.0,0.0,90,8,2775,Medium,1
7,3,3,0,1,1,-3.069999999999993,0.0,0.0,90,1,6836,High,2
9,3,3,0,1,1,-2.42999999999995,0.0,0.0,90,8,5364,High,2
11,3,3,0,0,1,-1.42999999999995,0.0,0.0,90,8,4936,High,2
13,3,3,0,0,1,0.0,0.0,0.0,90,1,5124,High,2
15,3,3,0,0,1,0.5300000000000296,0.0,0.0,90,1,5932,High,2
17,3,3,0,1,1,0.4000000000000341,0.0,0.0,90,1,6551,High,2
20,3,3,0,0,1,-0.13999999999998636,0.0,0.0,90,1,3283,Medium,1
23,3,3,0,0,1,-0.5699999999999932,0.0,0.0,90,1,2256,Medium,1
1,4,3,0,0,1,-1.1399999999999864,0.0,0.0,90,1,439,Low,0
3,4,3,0,0,1,-1.2099999999999795,0.0,0.0,90,1,367,Low,0
5,4,3,0,0,1,-1.669999999999959,0.0,0.0,90,1,2546,Medium,1
7,4,3,0,1,1,-1.5699999999999932,0.0,0.0,1,0,6677,High,2
9,4,3,0,1,1,-0.5,0.0,0.0,75,1,5472,High,2
11,4,3,0,0,1,0.7300000000000182,0.0,0.0,90,8,5663,High,2
13,4,3,0,0,1,-0.5,0.0,0.0,90,8,5361,High,2
13,4,3,0,0,1,-0.5,0.0,0.0,90,5,5361,High,2
13,4,3,0,0,1,-0.5,0.0,0.0,90,3,5361,High,2
15,4,3,0,0,1,-0.19999999999998863,0.0,0.0,90,8,5960,High,2
15,4,3,0,0,1,-0.19999999999998863,0.0,0.0,90,5,5960,High,2
15,4,3,0,0,1,-0.19999999999998863,0.0,0.0,90,4,5960,High,2
17,4,3,0,1,1,0.6400000000000432,0.0,0.0,90,5,5979,High,2
19,4,3,0,0,1,0.8100000000000023,0.3,0.0,90,6,3606,Medium,1
19,4,3,0,0,1,0.8100000000000023,0.3,0.0,90,2,3606,Medium,1
19,4,3,0,0,1,0.8100000000000023,0.3,0.0,90,5,3606,Medium,1
21,4,3,0,0,1,1.8000000000000114,0.0,0.0,75,5,3036,Medium,1
21,4,3,0,0,1,1.8000000000000114,0.0,0.0,75,6,3036,Medium,1
23,4,3,0,0,1,2.2100000000000364,0.0,0.0,90,5,2540,Medium,1
1,5,3,1,0,1,1.330000000000041,0.0,0.0,90,8,710,Low,0
1,5,3,1,0,1,1.330000000000041,0.0,0.0,90,6,710,Low,0
3,5,3,1,0,1,0.3300000000000409,0.0,0.0,90,5,400,Low,0
5,5,3,1,0,1,-0.12999999999999545,0.0,0.0,90,1,671,Low,0
7,5,3,1,0,1,-0.42999999999995,0.0,0.0,90,1,2138,Medium,1
9,5,3,1,0,1,-0.19999999999998863,0.0,0.0,90,1,3981,Medium,1
11,5,3,1,0,1,0.20000000000004547,0.0,0.0,90,1,5265,High,2
13,5,3,1,0,1,0.57000000000005,0.0,0.0,90,1,4994,High,2
15,5,3,1,0,1,2.730000000000018,0.0,0.0,40,1,4912,High,2
17,5,3,1,0,1,3.4600000000000364,0.0,0.0,1,0,4769,High,2
19,5,3,1,0,1,1.0,0.0,0.0,1,0,3997,Medium,1
21,5,3,1,0,1,-0.06999999999999318,0.0,0.0,5,0,3896,Medium,1
23,5,3,1,0,1,-0.9399999999999977,0.0,0.0,1,0,2296,Medium,1
0,6,3,1,0,1,-1.2199999999999704,0.0,0.0,1,0,1250,Low,0
1,6,3,1,0,1,-0.92999999999995,0.0,0.0,1,0,984,Low,0
3,6,3,1,0,1,-0.7999999999999545,0.0,0.0,1,0,349,Low,0
4,6,3,1,0,1,-0.06999999999999318,0.0,0.0,1,0,302,Low,0
5,6,3,1,0,1,0.20000000000004547,0.0,0.0,1,0,427,Low,0
6,6,3,1,0,1,0.8500000000000227,0.0,0.0,1,0,796,Low,0
8,6,3,1,0,1,3.4600000000000364,0.0,0.0,40,1,1987,Low,0
11,6,3,1,0,1,8.0,0.0,0.0,1,0,3902,Medium,1
12,6,3,1,0,1,11.330000000000041,0.0,0.0,1,0,4443,Medium,1
14,6,3,1,0,1,12.600000000000023,0.0,0.0,1,0,4465,Medium,1
16,6,3,1,0,1,13.140000000000043,0.0,0.0,1,0,4199,Medium,1
18,6,3,1,0,1,11.930000000000007,0.0,0.0,40,1,3641,Medium,1
20,6,3,1,0,1,8.0,0.0,0.0,40,1,2457,Medium,1
21,6,3,1,0,1,6.270000000000039,0.0,0.0,1,0,2904,Medium,1
23,6,3,1,0,1,6.160000000000025,0.0,0.0,1,5,1028,Low,0
0,0,3,0,0,1,5.730000000000018,0.0,0.0,1,3,668,Low,0
0,0,3,0,0,1,5.730000000000018,0.0,0.0,1,5,668,Low,0
2,0,3,0,0,1,5.510000000000048,0.0,0.0,1,5,351,Low,0
5,0,3,0,0,1,5.580000000000041,0.0,0.0,40,5,2783,Medium,1
6,0,3,0,0,1,4.939999999999998,0.0,0.0,40,3,5870,High,2
6,0,3,0,0,1,4.939999999999998,0.0,0.0,40,5,5870,High,2
7,0,3,0,1,1,5.1299999999999955,0.0,0.0,1,3,6860,High,2
7,0,3,0,1,1,5.1299999999999955,0.0,0.0,1,5,6860,High,2
9,0,3,0,1,1,8.650000000000034,0.0,0.0,1,0,4675,High,2
11,0,3,0,0,1,14.140000000000043,0.0,0.0,40,1,4557,High,2
12,0,3,0,0,1,17.0,0.0,0.0,40,1,4859,High,2
15,0,3,0,0,1,16.930000000000007,0.0,0.0,90,1,5579,High,2
17,0,3,0,1,1,16.140000000000043,0.0,0.0,90,1,6053,High,2
19,0,3,0,0,1,14.720000000000027,0.0,0.0,90,1,2973,Medium,1
21,0,3,0,0,1,13.640000000000043,0.0,0.0,90,1,2030,Medium,1
23,0,3,0,0,1,13.360000000000014,0.0,0.0,1,0,917,Low,0
0,1,3,0,0,1,13.0,0.0,0.0,1,0,529,Low,0
2,1,3,0,0,1,12.210000000000036,0.0,0.0,1,0,248,Low,0
4,1,3,0,0,1,12.0,0.0,0.0,75,1,903,Low,0
6,1,3,0,0,1,12.79000000000002,0.0,0.0,75,5,5774,High,2
8,1,3,0,1,1,13.53000000000003,0.0,0.0,90,1,6003,High,2
10,1,3,0,0,1,16.140000000000043,0.0,0.0,75,1,4406,Medium,1
12,1,3,0,0,1,18.350000000000023,0.0,0.0,90,1,4780,High,2
14,1,3,0,0,1,20.07000000000005,0.0,0.0,1,0,5349,High,2
16,1,3,0,1,1,19.310000000000002,0.0,0.0,40,1,6953,High,2
18,1,3,0,1,1,12.010000000000048,0.0,0.0,90,1,4778,High,2
20,1,3,0,0,1,8.460000000000036,0.0,0.0,90,1,2713,Medium,1
22,1,3,0,0,1,6.220000000000027,0.0,0.0,90,1,1566,Low,0
0,2,3,0,0,1,4.600000000000023,0.0,0.0,90,5,559,Low,0
2,2,3,0,0,1,3.5,0.0,0.0,90,5,279,Low,0
4,2,3,0,0,1,2.7800000000000296,0.0,0.0,90,5,881,Low,0
6,2,3,0,0,1,2.2000000000000455,0.0,0.0,90,5,5735,High,2
8,2,3,0,1,1,2.2800000000000296,0.0,0.0,90,2,6115,High,2
8,2,3,0,1,1,2.2800000000000296,0.0,0.0,90,5,6115,High,2
8,2,3,0,1,1,2.2800000000000296,0.0,0.0,90,3,6115,High,2
10,2,3,0,0,1,2.8600000000000136,0.0,0.0,90,2,4598,High,2
10,2,3,0,0,1,2.8600000000000136,0.0,0.0,90,5,4598,High,2
10,2,3,0,0,1,2.8600000000000136,0.0,0.0,90,6,4598,High,2
12,2,3,0,0,1,3.640000000000043,0.0,0.0,90,5,5099,High,2
14,2,3,0,0,1,4.640000000000043,0.0,0.0,90,5,5347,High,2
16,2,3,0,1,1,4.860000000000014,0.0,0.0,90,5,6843,High,2
18,2,3,0,1,1,3.7900000000000205,0.0,0.0,90,6,4639,High,2
18,2,3,0,1,1,3.7900000000000205,0.0,0.0,90,2,4639,High,2
18,2,3,0,1,1,3.7900000000000205,0.0,0.0,90,5,4639,High,2
20,2,3,0,0,1,3.2900000000000205,0.0,0.0,90,2,2653,Medium,1
20,2,3,0,0,1,3.2900000000000205,0.0,0.0,90,5,2653,Medium,1
22,2,3,0,0,1,2.8500000000000227,0.0,0.0,90,6,1671,Low,0
22,2,3,0,0,1,2.8500000000000227,0.0,0.0,90,5,1671,Low,0
0,3,3,0,0,1,2.57000000000005,0.0,0.0,90,1,585,Low,0
2,3,3,0,0,1,1.670000000000016,0.0,0.0,90,5,280,Low,0
4,3,3,0,0,1,1.2000000000000455,0.0,0.0,90,5,896,Low,0
6,3,3,0,0,1,0.9300000000000068,0.0,0.0,90,5,5764,High,2
8,3,3,0,1,1,0.6700000000000159,0.0,0.0,90,5,6009,High,2
10,3,3,0,0,1,1.2700000000000387,0.0,0.0,90,1,4489,Medium,1
12,3,3,0,0,1,2.5,0.0,0.0,90,4,5247,High,2
13,3,3,0,0,1,4.07000000000005,0.0,0.0,1,0,5188,High,2
14,3,3,0,0,1,5.57000000000005,0.0,0.0,1,0,5640,High,2
16,3,3,0,1,1,7.0,0.0,0.0,1,0,6823,High,2
18,3,3,0,1,1,7.730000000000018,0.0,0.0,1,0,4794,High,2
20,3,3,0,0,1,2.5,0.0,0.0,5,0,2875,Medium,1
22,3,3,0,0,1,0.0,0.0,0.0,1,0,2754,Medium,1
23,3,3,0,0,1,-1.2199999999999704,0.0,0.0,1,5,1210,Low,0
0,4,3,0,0,1,-1.3999999999999773,0.0,0.0,1,5,710,Low,0
1,4,3,0,0,1,-1.3599999999999568,0.0,0.0,1,5,441,Low,0
3,4,3,0,0,1,-2.329999999999984,0.0,0.0,1,5,375,Low,0
5,4,3,0,0,1,-2.4699999999999704,0.0,0.0,1,5,2545,Medium,1
6,4,3,0,0,1,-1.3999999999999773,0.0,0.0,1,5,5400,High,2
7,4,3,0,1,1,-0.42999999999995,0.0,0.0,1,5,6690,High,2
9,4,3,0,1,1,2.640000000000043,0.0,0.0,1,5,4996,High,2
11,4,3,0,0,1,7.770000000000039,0.0,0.0,1,0,5434,High,2
12,4,3,0,0,1,12.640000000000043,0.0,0.0,1,0,5731,High,2
14,4,3,0,0,1,15.0,0.0,0.0,1,0,5835,High,2
16,4,3,0,1,1,17.430000000000007,0.0,0.0,1,0,6562,High,2
18,4,3,0,1,1,17.360000000000014,0.0,0.0,1,0,5074,High,2
20,4,3,0,0,1,14.0,0.0,0.0,5,0,3086,Medium,1
22,4,3,0,0,1,13.210000000000036,0.0,0.0,1,0,2694,Medium,1
23,4,3,0,0,1,12.5,0.0,0.0,1,0,2084,Medium,1
1,5,3,1,0,1,12.07000000000005,0.0,0.0,1,0,863,Low,0
2,5,3,1,0,1,10.200000000000045,0.0,0.0,1,0,652,Low,0
3,5,3,1,0,1,10.140000000000043,0.0,0.0,1,0,439,Low,0
5,5,3,1,0,1,9.0,0.0,0.0,1,0,789,Low,0
7,5,3,1,0,1,6.810000000000002,0.0,0.0,1,0,2444,Medium,1
8,5,3,1,0,1,10.490000000000009,0.0,0.0,5,0,3792,Medium,1
10,5,3,1,0,1,15.150000000000034,0.0,0.0,1,0,4679,High,2
12,5,3,1,0,1,17.78000000000003,0.0,0.0,1,0,5506,High,2
13,5,3,1,0,1,18.99000000000001,0.0,0.0,40,1,5126,High,2
14,5,3,1,0,1,19.470000000000027,0.0,0.0,1,0,5193,High,2
16,5,3,1,0,1,20.5,0.0,0.0,1,0,5361,High,2
18,5,3,1,0,1,18.0,0.0,0.0,75,1,4836,High,2
20,5,3,1,0,1,13.670000000000016,0.0,0.0,1,0,3373,Medium,1
21,5,3,1,0,1,10.720000000000027,0.0,0.0,1,0,3261,Medium,1
22,5,3,1,0,1,9.600000000000023,0.0,0.0,1,0,3505,Medium,1
23,5,3,1,0,1,10.310000000000002,0.0,0.0,1,0,2421,Medium,1
0,6,3,1,0,1,9.350000000000023,0.0,0.0,1,0,1851,Low,0
1,6,3,1,0,1,9.140000000000043,0.0,0.0,1,0,999,Low,0
4,6,3,1,0,1,9.0,0.0,0.0,1,2,451,Low,0
5,6,3,1,0,1,9.0,0.0,0.0,1,6,469,Low,0
5,6,3,1,0,1,9.0,0.0,0.0,1,2,469,Low,0
7,6,3,1,0,1,8.400000000000034,0.0,0.0,40,6,1091,Low,0
7,6,3,1,0,1,8.400000000000034,0.0,0.0,40,2,1091,Low,0
8,6,3,1,0,1,8.470000000000027,0.0,0.0,75,6,1693,Low,0
8,6,3,1,0,1,8.470000000000027,0.0,0.0,75,5,1693,Low,0
9,6,3,1,0,1,9.430000000000007,0.0,0.0,90,6,2401,Medium,1
10,6,3,1,0,1,10.460000000000036,0.0,0.0,90,1,3301,Medium,1
11,6,3,1,0,1,11.220000000000027,0.0,0.0,90,1,3608,Medium,1
12,6,3,1,0,1,11.78000000000003,0.0,0.0,90,1,4257,Medium,1
13,6,3,1,0,1,12.0,0.0,0.0,90,1,4647,High,2
15,6,3,1,0,1,12.129999999999995,0.0,0.0,90,1,4370,Medium,1
17,6,3,1,0,1,11.670000000000016,0.0,0.0,90,1,4218,Medium,1
19,6,3,1,0,1,11.470000000000027,0.0,0.0,90,1,3065,Medium,1
21,6,3,1,0,1,11.0,0.0,0.0,90,2,2377,Medium,1
21,6,3,1,0,1,11.0,0.0,0.0,90,6,2377,Medium,1
22,6,3,1,0,1,10.57000000000005,0.0,0.0,75,6,1943,Low,0
22,6,3,1,0,1,10.57000000000005,0.0,0.0,75,3,1943,Low,0
22,6,3,1,0,1,10.57000000000005,0.0,0.0,75,5,1943,Low,0
0,0,3,0,0,1,10.28000000000003,0.0,0.0,90,5,676,Low,0
0,0,3,0,0,1,10.28000000000003,0.0,0.0,90,3,676,Low,0
0,0,3,0,0,1,10.28000000000003,0.0,0.0,90,2,676,Low,0
2,0,3,0,0,1,9.930000000000007,0.0,0.0,90,6,351,Low,0
2,0,3,0,0,1,9.930000000000007,0.0,0.0,90,3,351,Low,0
2,0,3,0,0,1,9.930000000000007,0.0,0.0,90,5,351,Low,0
2,0,3,0,0,1,9.930000000000007,0.0,0.0,90,2,351,Low,0
4,0,3,0,0,1,9.350000000000023,0.0,0.0,90,2,942,Low,0
4,0,3,0,0,1,9.350000000000023,0.0,0.0,90,5,942,Low,0
4,0,3,0,0,1,9.350000000000023,0.0,0.0,90,3,942,Low,0
4,0,3,0,0,1,9.350000000000023,0.0,0.0,90,6,942,Low,0
5,0,3,0,0,1,9.07000000000005,0.0,0.0,90,2,2776,Medium,1
5,0,3,0,0,1,9.07000000000005,0.0,0.0,90,5,2776,Medium,1
5,0,3,0,0,1,9.07000000000005,0.0,0.0,90,6,2776,Medium,1
5,0,3,0,0,1,9.07000000000005,0.0,0.0,90,3,2776,Medium,1
8,0,3,0,1,1,8.78000000000003,0.0,0.0,90,5,5969,High,2
8,0,3,0,1,1,8.78000000000003,0.0,0.0,90,3,5969,High,2
8,0,3,0,1,1,8.78000000000003,0.0,0.0,90,2,5969,High,2
8,0,3,0,1,1,8.78000000000003,0.0,0.0,90,6,5969,High,2
9,0,3,0,1,1,9.210000000000036,0.0,0.0,90,5,4844,High,2
9,0,3,0,1,1,9.210000000000036,0.0,0.0,90,3,4844,High,2
10,0,3,0,0,1,9.710000000000036,0.0,0.0,90,5,4196,Medium,1
10,0,3,0,0,1,9.710000000000036,0.0,0.0,90,3,4196,Medium,1
